URL: 127.0.0.1
Timestamp: Mon Mar 18 2024 17:15:25 GMT-0400 (Eastern Daylight Time)

URL: 127.0.0.1
Timestamp: Mon Mar 18 2024 17:15:26 GMT-0400 (Eastern Daylight Time)

URL: 127.0.0.1
Timestamp: Mon Mar 18 2024 17:19:37 GMT-0400 (Eastern Daylight Time)

URL: 127.0.0.1
Timestamp: Mon Mar 18 2024 17:19:37 GMT-0400 (Eastern Daylight Time)

::1 - - [04/May/2024:19:51:56 +0000] "GET /movies/Momento HTTP/1.1" 200 601 "-" "PostmanRuntime/7.37.0"
::1 - - [04/May/2024:19:52:36 +0000] "GET /movies/genre/Mystery HTTP/1.1" 200 316 "-" "PostmanRuntime/7.37.0"
::1 - - [04/May/2024:19:53:25 +0000] "GET /movies/director/Christopher%20Nolan HTTP/1.1" 200 601 "-" "PostmanRuntime/7.37.0"
::1 - - [06/May/2024:22:12:32 +0000] "POST /users HTTP/1.1" 201 179 "-" "PostmanRuntime/7.37.0"
::1 - - [06/May/2024:22:20:52 +0000] "POST /login HTTP/1.1" 200 591 "-" "PostmanRuntime/7.37.0"
::1 - - [06/May/2024:22:22:44 +0000] "GET /movies HTTP/1.1" 401 - "-" "PostmanRuntime/7.37.0"
::1 - - [06/May/2024:22:23:37 +0000] "GET /movies HTTP/1.1" 200 10839 "-" "PostmanRuntime/7.37.0"
::1 - - [08/May/2024:22:26:45 +0000] "GET /movies HTTP/1.1" 200 10839 "-" "PostmanRuntime/7.37.0"
::1 - - [08/May/2024:22:28:11 +0000] "GET /movies/Momento HTTP/1.1" 200 601 "-" "PostmanRuntime/7.37.0"
::1 - - [08/May/2024:22:29:03 +0000] "GET /movies/genres/Thriller HTTP/1.1" 404 161 "-" "PostmanRuntime/7.37.0"
::1 - - [08/May/2024:22:29:15 +0000] "GET /movies/genres/SciFi HTTP/1.1" 404 158 "-" "PostmanRuntime/7.37.0"
::1 - - [08/May/2024:22:29:23 +0000] "GET /movies/genres/Comedy HTTP/1.1" 404 159 "-" "PostmanRuntime/7.37.0"
::1 - - [08/May/2024:22:29:29 +0000] "GET /movies/genres/Action HTTP/1.1" 404 159 "-" "PostmanRuntime/7.37.0"
::1 - - [08/May/2024:22:30:03 +0000] "GET /movies/genres/Thriller HTTP/1.1" 404 161 "-" "PostmanRuntime/7.37.0"
::1 - - [08/May/2024:22:30:15 +0000] "GET /movies/genre/Thriller HTTP/1.1" 200 177 "-" "PostmanRuntime/7.37.0"
::1 - - [08/May/2024:22:31:13 +0000] "GET /movies/director/Jonathan%20Demme HTTP/1.1" 200 611 "-" "PostmanRuntime/7.37.0"
::1 - - [08/May/2024:22:39:51 +0000] "PUT /users/jondoe4 HTTP/1.1" 200 279 "-" "PostmanRuntime/7.37.0"
::1 - - [08/May/2024:22:42:49 +0000] "POST /users/jondoe4/604fb3063c12eaccf1a9f253 HTTP/1.1" 200 4 "-" "PostmanRuntime/7.37.0"
::1 - - [08/May/2024:22:43:02 +0000] "POST /users/jondoe401/604fb3063c12eaccf1a9f253 HTTP/1.1" 200 4 "-" "PostmanRuntime/7.37.0"
::1 - - [08/May/2024:22:43:26 +0000] "POST /users/jondoe401/604fb3063c12eaccf1a9f253 HTTP/1.1" 200 4 "-" "PostmanRuntime/7.37.0"
::1 - - [08/May/2024:22:44:01 +0000] "POST /users/jondoe401/604fb3123c12eaccf1a9f254 HTTP/1.1" 200 4 "-" "PostmanRuntime/7.37.0"
::1 - - [08/May/2024:22:47:59 +0000] "POST /users/spongebob/604fb3123c12eaccf1a9f254 HTTP/1.1" 200 201 "-" "PostmanRuntime/7.37.0"
::1 - - [08/May/2024:22:48:45 +0000] "DELETE /users/spongebob/604fb3123c12eaccf1a9f254 HTTP/1.1" 200 175 "-" "PostmanRuntime/7.37.0"
::1 - - [08/May/2024:22:49:41 +0000] "DELETE /users/spongebob HTTP/1.1" 200 20 "-" "PostmanRuntime/7.37.0"
::1 - - [08/May/2024:22:53:05 +0000] "POST /users/spongebob HTTP/1.1" 404 155 "-" "PostmanRuntime/7.37.0"
::1 - - [08/May/2024:22:56:16 +0000] "POST /users/spongebob HTTP/1.1" 404 155 "-" "PostmanRuntime/7.37.0"
::1 - - [08/May/2024:22:56:46 +0000] "POST /users/spongebob HTTP/1.1" 404 155 "-" "PostmanRuntime/7.37.0"
